AK-47 | Aquamarine Revenge,Battle-Scarred,False,53,47
Five-SeveN | Flame Test,Battle-Scarred,False,287,1588
Five-SeveN | Flame Test,Battle-Scarred,True,90,311
Five-SeveN | Flame Test,Factory New,False,318,1018
Five-SeveN | Flame Test,Factory New,True,75,213
Five-SeveN | Flame Test,Field-Tested,False,1277,4806
Five-SeveN | Flame Test,Field-Tested,True,488,1036
Five-SeveN | Flame Test,Minimal Wear,False,693,1654
Five-SeveN | Flame Test,Minimal Wear,True,186,200
Five-SeveN | Flame Test,Well-Worn,False,194,487
Five-SeveN | Flame Test,Well-Worn,True,37,167
Five-SeveN | Forest Night,Battle-Scarred,False,678,7046
Five-SeveN | Forest Night,Factory New,False,87,260
Five-SeveN | Forest Night,Field-Tested,False,2972,28524
Five-SeveN | Forest Night,Minimal Wear,False,854,6599
Five-SeveN | Forest Night,Well-Worn,False,430,5015
Five-SeveN | Fowl Play,Battle-Scarred,False,36,85
Five-SeveN | Fowl Play,Battle-Scarred,True,3,23
Five-SeveN | Fowl Play,Factory New,False,8,49
Five-SeveN | Fowl Play,Factory New,True,4,14
Five-SeveN | Fowl Play,Field-Tested,False,148,105
Five-SeveN | Fowl Play,Field-Tested,True,25,40
Five-SeveN | Fowl Play,Minimal Wear,False,85,66
Five-SeveN | Fowl Play,Minimal Wear,True,12,14
Five-SeveN | Fowl Play,Well-Worn,False,48,89
Five-SeveN | Fowl Play,Well-Worn,True,10,35
Five-SeveN | Hot Shot,Battle-Scarred,False,21,117
Five-SeveN | Hot Shot,Factory New,False,3,84
Five-SeveN | Hot Shot,Field-Tested,False,19,81
Five-SeveN | Hot Shot,Minimal Wear,False,41,220
Five-SeveN | Hot Shot,Well-Worn,False,17,78
Five-SeveN | Hyper Beast,Battle-Scarred,False,7,16
Five-SeveN | Hyper Beast,Battle-Scarred,True,0,7
Five-SeveN | Hyper Beast,Factory New,False,0,6
Five-SeveN | Hyper Beast,Factory New,True,1,2
Five-SeveN | Hyper Beast,Field-Tested,False,8,8
Five-SeveN | Hyper Beast,Field-Tested,True,0,6
Five-SeveN | Hyper Beast,Minimal Wear,False,7,18
Five-SeveN | Hyper Beast,Minimal Wear,True,0,4
Five-SeveN | Hyper Beast,Well-Worn,False,10,25
Five-SeveN | Hyper Beast,Well-Worn,True,0,4
Five-SeveN | Jungle,Battle-Scarred,False,1,95
Five-SeveN | Jungle,Factory New,False,0,9
Five-SeveN | Jungle,Field-Tested,False,6,196
Five-SeveN | Jungle,Minimal Wear,False,4,96
Five-SeveN | Jungle,Well-Worn,False,2,123
Five-SeveN | Kami,Factory New,False,50,196
Five-SeveN | Kami,Factory New,True,37,255
Five-SeveN | Kami,Field-Tested,False,12,119
Five-SeveN | Kami,Field-Tested,True,23,188
Five-SeveN | Kami,Minimal Wear,False,73,156
Five-SeveN | Kami,Minimal Wear,True,43,316
Five-SeveN | Monkey Business,Battle-Scarred,False,51,131
Five-SeveN | Monkey Business,Battle-Scarred,True,21,38
Five-SeveN | Monkey Business,Field-Tested,False,336,343
Five-SeveN | Monkey Business,Field-Tested,True,37,85
Five-SeveN | Monkey Business,Minimal Wear,False,12,33
Five-SeveN | Monkey Business,Minimal Wear,True,2,5
Five-SeveN | Monkey Business,Well-Worn,False,104,130
Five-SeveN | Monkey Business,Well-Worn,True,22,37
Five-SeveN | Neon Kimono,Battle-Scarred,False,0,0
Five-SeveN | Neon Kimono,Factory New,False,2,12
Five-SeveN | Neon Kimono,Field-Tested,False,1,4
Five-SeveN | Neon Kimono,Minimal Wear,False,0,7
Five-SeveN | Neon Kimono,Well-Worn,False,0,5
Five-SeveN | Nightshade,Battle-Scarred,False,2,41
Five-SeveN | Nightshade,Battle-Scarred,True,1,18
Five-SeveN | Nightshade,Factory New,False,27,80
Five-SeveN | Nightshade,Factory New,True,7,128
Five-SeveN | Nightshade,Field-Tested,False,34,154
Five-SeveN | Nightshade,Field-Tested,True,28,134
Five-SeveN | Nightshade,Minimal Wear,False,17,118
Five-SeveN | Nightshade,Minimal Wear,True,6,102
Five-SeveN | Nightshade,Well-Worn,False,4,39
Five-SeveN | Nightshade,Well-Worn,True,4,36
Five-SeveN | Nitro,Battle-Scarred,False,0,13
Five-SeveN | Nitro,Factory New,False,0,19
Five-SeveN | Nitro,Field-Tested,False,12,53
Five-SeveN | Nitro,Minimal Wear,False,10,63
Five-SeveN | Nitro,Well-Worn,False,2,18
Five-SeveN | Orange Peel,Battle-Scarred,False,246,2627
Five-SeveN | Orange Peel,Factory New,False,21,177
Five-SeveN | Orange Peel,Field-Tested,False,1505,6502
Five-SeveN | Orange Peel,Minimal Wear,False,329,2212
Five-SeveN | Orange Peel,Well-Worn,False,218,1591
Five-SeveN | Retrobution,Battle-Scarred,False,28,89
Five-SeveN | Retrobution,Battle-Scarred,True,6,27
Five-SeveN | Retrobution,Factory New,False,8,71
Five-SeveN | Retrobution,Factory New,True,1,15
Five-SeveN | Retrobution,Field-Tested,False,60,114
Five-SeveN | Retrobution,Field-Tested,True,16,32
Five-SeveN | Retrobution,Minimal Wear,False,76,60
Five-SeveN | Retrobution,Minimal Wear,True,4,23
Five-SeveN | Retrobution,Well-Worn,False,43,88
Five-SeveN | Retrobution,Well-Worn,True,3,34
Five-SeveN | Scumbria,Battle-Scarred,False,248,1040
Five-SeveN | Scumbria,Battle-Scarred,True,71,377
Five-SeveN | Scumbria,Factory New,False,42,187
Five-SeveN | Scumbria,Factory New,True,6,67
Five-SeveN | Scumbria,Field-Tested,False,567,1682
Five-SeveN | Scumbria,Field-Tested,True,155,644
Five-SeveN | Scumbria,Minimal Wear,False,351,874
Five-SeveN | Scumbria,Minimal Wear,True,79,211
Five-SeveN | Scumbria,Well-Worn,False,354,1286
Five-SeveN | Scumbria,Well-Worn,True,135,555
Five-SeveN | Silver Quartz,Factory New,False,162,1163
Five-SeveN | Silver Quartz,Field-Tested,False,278,590
Five-SeveN | Silver Quartz,Minimal Wear,False,324,1146
Five-SeveN | Silver Quartz,Well-Worn,False,16,108
Five-SeveN | Triumvirate,Battle-Scarred,False,29,49
Five-SeveN | Triumvirate,Battle-Scarred,True,1,14
Five-SeveN | Triumvirate,Factory New,False,29,109
Five-SeveN | Triumvirate,Factory New,True,3,25
Five-SeveN | Triumvirate,Field-Tested,False,99,70
Five-SeveN | Triumvirate,Field-Tested,True,19,40
Five-SeveN | Triumvirate,Minimal Wear,False,47,124
Five-SeveN | Triumvirate,Minimal Wear,True,8,21
Five-SeveN | Triumvirate,Well-Worn,False,7,47
Five-SeveN | Triumvirate,Well-Worn,True,2,15
Five-SeveN | Urban Hazard,Factory New,False,170,522
Five-SeveN | Urban Hazard,Factory New,True,46,199
Five-SeveN | Urban Hazard,Field-Tested,False,60,138
Five-SeveN | Urban Hazard,Field-Tested,True,20,144
Five-SeveN | Urban Hazard,Minimal Wear,False,248,324
Five-SeveN | Urban Hazard,Minimal Wear,True,59,238
Five-SeveN | Violent Daimyo,Battle-Scarred,False,217,625
Five-SeveN | Violent Daimyo,Battle-Scarred,True,47,259
Five-SeveN | Violent Daimyo,Factory New,False,177,301
Five-SeveN | Violent Daimyo,Factory New,True,28,85
Five-SeveN | Violent Daimyo,Field-Tested,False,1267,3313
Five-SeveN | Violent Daimyo,Field-Tested,True,206,263
Five-SeveN | Violent Daimyo,Minimal Wear,False,551,1187
Five-SeveN | Violent Daimyo,Minimal Wear,True,74,142
Five-SeveN | Violent Daimyo,Well-Worn,False,89,366
Five-SeveN | Violent Daimyo,Well-Worn,True,18,61
G3SG1 | Arctic Camo,Battle-Scarred,False,1,48
G3SG1 | Arctic Camo,Factory New,False,0,3
G3SG1 | Arctic Camo,Field-Tested,False,5,43
G3SG1 | Arctic Camo,Minimal Wear,False,2,35
G3SG1 | Arctic Camo,Well-Worn,False,0,43
G3SG1 | Azure Zebra,Factory New,False,33,136
G3SG1 | Azure Zebra,Factory New,True,8,110
G3SG1 | Azure Zebra,Field-Tested,False,8,67
G3SG1 | Azure Zebra,Field-Tested,True,4,36
G3SG1 | Azure Zebra,Minimal Wear,False,25,192
G3SG1 | Azure Zebra,Minimal Wear,True,12,113
G3SG1 | Black Sand,Battle-Scarred,False,84,459
G3SG1 | Black Sand,Battle-Scarred,True,12,94
G3SG1 | Black Sand,Factory New,False,46,121
G3SG1 | Black Sand,Factory New,True,13,34
G3SG1 | Black Sand,Field-Tested,False,371,607
G3SG1 | Black Sand,Field-Tested,True,76,110
G3SG1 | Black Sand,Minimal Wear,False,198,284
G3SG1 | Black Sand,Minimal Wear,True,17,61
G3SG1 | Black Sand,Well-Worn,False,17,128
G3SG1 | Black Sand,Well-Worn,True,1,35
G3SG1 | Chronos,Factory New,False,0,5
G3SG1 | Chronos,Field-Tested,False,0,10
G3SG1 | Chronos,Minimal Wear,False,0,1
G3SG1 | Chronos,Well-Worn,False,0,2
G3SG1 | Contractor,Battle-Scarred,False,0,51
G3SG1 | Contractor,Factory New,False,0,24
G3SG1 | Contractor,Field-Tested,False,3,138
G3SG1 | Contractor,Minimal Wear,False,1,40
G3SG1 | Contractor,Well-Worn,False,0,48
G3SG1 | Demeter,Battle-Scarred,False,2,50
G3SG1 | Demeter,Battle-Scarred,True,0,32
G3SG1 | Demeter,Factory New,False,0,17
G3SG1 | Demeter,Factory New,True,0,6
G3SG1 | Demeter,Field-Tested,False,10,108
G3SG1 | Demeter,Field-Tested,True,1,84
G3SG1 | Demeter,Minimal Wear,False,5,43
G3SG1 | Demeter,Minimal Wear,True,2,34
G3SG1 | Demeter,Well-Worn,False,1,27
G3SG1 | Demeter,Well-Worn,True,0,16
G3SG1 | Desert Storm,Battle-Scarred,False,734,8918
G3SG1 | Desert Storm,Factory New,False,36,182
G3SG1 | Desert Storm,Field-Tested,False,2691,31056
G3SG1 | Desert Storm,Minimal Wear,False,818,5817
G3SG1 | Desert Storm,Well-Worn,False,450,6058
G3SG1 | Flux,Battle-Scarred,False,7,9
G3SG1 | Flux,Battle-Scarred,True,0,9
G3SG1 | Flux,Factory New,False,4,40
G3SG1 | Flux,Factory New,True,2,6
G3SG1 | Flux,Field-Tested,False,49,89
G3SG1 | Flux,Field-Tested,True,8,19
G3SG1 | Flux,Minimal Wear,False,35,21
G3SG1 | Flux,Minimal Wear,True,6,16
G3SG1 | Flux,Well-Worn,False,7,36
G3SG1 | Flux,Well-Worn,True,0,8
G3SG1 | Green Apple,Factory New,False,880,3450
G3SG1 | Green Apple,Field-Tested,False,310,1577
G3SG1 | Green Apple,Minimal Wear,False,1088,4834
G3SG1 | High Seas,Battle-Scarred,False,30,126
G3SG1 | High Seas,Battle-Scarred,True,6,30
G3SG1 | High Seas,Factory New,False,61,108
G3SG1 | High Seas,Factory New,True,7,31
G3SG1 | High Seas,Field-Tested,False,228,195
G3SG1 | High Seas,Field-Tested,True,35,52
G3SG1 | High Seas,Minimal Wear,False,117,109
G3SG1 | High Seas,Minimal Wear,True,10,36
G3SG1 | High Seas,Well-Worn,False,20,76
G3SG1 | High Seas,Well-Worn,True,4,6
G3SG1 | Hunter,Battle-Scarred,False,178,1805
G3SG1 | Hunter,Battle-Scarred,True,79,260
G3SG1 | Hunter,Factory New,False,56,308
G3SG1 | Hunter,Factory New,True,14,149
G3SG1 | Hunter,Field-Tested,False,539,2380
G3SG1 | Hunter,Field-Tested,True,126,567
G3SG1 | Hunter,Minimal Wear,False,316,1461
G3SG1 | Hunter,Minimal Wear,True,69,301
G3SG1 | Hunter,Well-Worn,False,359,2523
G3SG1 | Hunter,Well-Worn,True,70,366
G3SG1 | Jungle Dashed,Battle-Scarred,False,605,7092
G3SG1 | Jungle Dashed,Factory New,False,27,168
G3SG1 | Jungle Dashed,Field-Tested,False,2332,31019
G3SG1 | Jungle Dashed,Minimal Wear,False,811,6433
G3SG1 | Jungle Dashed,Well-Worn,False,316,5048
G3SG1 | Murky,Factory New,False,20,169
G3SG1 | Murky,Factory New,True,8,93
G3SG1 | Murky,Field-Tested,False,16,91
G3SG1 | Murky,Field-Tested,True,6,40
G3SG1 | Murky,Minimal Wear,False,14,130
G3SG1 | Murky,Minimal Wear,True,8,57
G3SG1 | Orange Crash,Battle-Scarred,False,23,277
G3SG1 | Orange Crash,Battle-Scarred,True,11,70
G3SG1 | Orange Crash,Factory New,False,102,214
G3SG1 | Orange Crash,Factory New,True,23,145
G3SG1 | Orange Crash,Field-Tested,False,209,965
G3SG1 | Orange Crash,Field-Tested,True,78,274
G3SG1 | Orange Crash,Minimal Wear,False,148,401
G3SG1 | Orange Crash,Minimal Wear,True,24,175
G3SG1 | Orange Crash,Well-Worn,False,26,313
G3SG1 | Orange Crash,Well-Worn,True,14,60
G3SG1 | Orange Kimono,Battle-Scarred,False,19,80
G3SG1 | Orange Kimono,Factory New,False,25,83
G3SG1 | Orange Kimono,Field-Tested,False,73,116
G3SG1 | Orange Kimono,Minimal Wear,False,40,95
G3SG1 | Orange Kimono,Well-Worn,False,5,32
G3SG1 | Polar Camo,Battle-Scarred,False,696,8539
G3SG1 | Polar Camo,Factory New,False,41,356
G3SG1 | Polar Camo,Field-Tested,False,2967,32653
G3SG1 | Polar Camo,Minimal Wear,False,979,6076
G3SG1 | Polar Camo,Well-Worn,False,537,5134
G3SG1 | Safari Mesh,Battle-Scarred,False,2,122
G3SG1 | Safari Mesh,Factory New,False,0,22
G3SG1 | Safari Mesh,Field-Tested,False,5,149
G3SG1 | Safari Mesh,Minimal Wear,False,2,85
G3SG1 | Safari Mesh,Well-Worn,False,2,161
G3SG1 | Scavenger,Battle-Scarred,False,89,174
G3SG1 | Scavenger,Battle-Scarred,True,8,40
G3SG1 | Scavenger,Factory New,False,110,173
G3SG1 | Scavenger,Factory New,True,17,56
G3SG1 | Scavenger,Field-Tested,False,645,800
G3SG1 | Scavenger,Field-Tested,True,93,85
G3SG1 | Scavenger,Minimal Wear,False,197,293
G3SG1 | Scavenger,Minimal Wear,True,38,94
G3SG1 | Scavenger,Well-Worn,False,37,94
G3SG1 | Scavenger,Well-Worn,True,12,34
G3SG1 | Stinger,Battle-Scarred,False,80,166
G3SG1 | Stinger,Battle-Scarred,True,9,58
G3SG1 | Stinger,Factory New,False,42,141
G3SG1 | Stinger,Factory New,True,10,66
G3SG1 | Stinger,Field-Tested,False,251,611
G3SG1 | Stinger,Field-Tested,True,49,117
G3SG1 | Stinger,Minimal Wear,False,209,311
G3SG1 | Stinger,Minimal Wear,True,41,71
G3SG1 | Stinger,Well-Worn,False,33,71
G3SG1 | Stinger,Well-Worn,True,2,23
G3SG1 | The Executioner,Battle-Scarred,False,12,49
G3SG1 | The Executioner,Battle-Scarred,True,2,8
G3SG1 | The Executioner,Field-Tested,False,57,143
G3SG1 | The Executioner,Field-Tested,True,6,23
G3SG1 | The Executioner,Minimal Wear,False,0,5
G3SG1 | The Executioner,Minimal Wear,True,0,2
G3SG1 | The Executioner,Well-Worn,False,14,61
G3SG1 | The Executioner,Well-Worn,True,1,21
G3SG1 | VariCamo,Battle-Scarred,False,113,774
G3SG1 | VariCamo,Factory New,False,239,992
G3SG1 | VariCamo,Field-Tested,False,896,3999
G3SG1 | VariCamo,Minimal Wear,False,429,1853
G3SG1 | VariCamo,Well-Worn,False,52,543
G3SG1 | Ventilator,Factory New,False,337,1010
G3SG1 | Ventilator,Factory New,True,56,156
G3SG1 | Ventilator,Field-Tested,False,598,1614
G3SG1 | Ventilator,Field-Tested,True,159,400
G3SG1 | Ventilator,Minimal Wear,False,316,891
G3SG1 | Ventilator,Minimal Wear,True,72,125
G3SG1 | Ventilator,Well-Worn,False,90,440
G3SG1 | Ventilator,Well-Worn,True,23,83
G3SG1 | Violet Murano,Battle-Scarred,False,2,16
G3SG1 | Violet Murano,Factory New,False,12,115
G3SG1 | Violet Murano,Field-Tested,False,20,87
G3SG1 | Violet Murano,Minimal Wear,False,16,53
G3SG1 | Violet Murano,Well-Worn,False,3,14
Galil AR | Akoben,Battle-Scarred,False,240,630
Galil AR | Akoben,Battle-Scarred,True,89,159
Galil AR | Akoben,Factory New,False,196,186
Galil AR | Akoben,Factory New,True,23,84
Galil AR | Akoben,Field-Tested,False,1106,1381
Galil AR | Akoben,Field-Tested,True,171,237
Galil AR | Akoben,Minimal Wear,False,506,437
Galil AR | Akoben,Minimal Wear,True,84,121
Galil AR | Akoben,Well-Worn,False,80,120
Galil AR | Akoben,Well-Worn,True,31,48
Galil AR | Aqua Terrace,Battle-Scarred,False,0,4
Galil AR | Aqua Terrace,Factory New,False,2,14
Galil AR | Aqua Terrace,Field-Tested,False,4,4
Galil AR | Aqua Terrace,Minimal Wear,False,1,8
Galil AR | Aqua Terrace,Well-Worn,False,0,8
Galil AR | Black Sand,Battle-Scarred,False,200,867
Galil AR | Black Sand,Battle-Scarred,True,80,240
Galil AR | Black Sand,Factory New,False,68,264
Galil AR | Black Sand,Factory New,True,20,46
Galil AR | Black Sand,Field-Tested,False,606,1175
Galil AR | Black Sand,Field-Tested,True,145,165
Galil AR | Black Sand,Minimal Wear,False,416,1008
Galil AR | Black Sand,Minimal Wear,True,88,130
Galil AR | Black Sand,Well-Worn,False,349,1000
Galil AR | Black Sand,Well-Worn,True,122,207
Galil AR | Blue Titanium,Factory New,False,112,180
Galil AR | Blue Titanium,Factory New,True,21,199
Galil AR | Cerberus,Battle-Scarred,False,7,23
Galil AR | Cerberus,Factory New,False,2,25
Galil AR | Cerberus,Field-Tested,False,20,70
Galil AR | Cerberus,Minimal Wear,False,7,30
Galil AR | Cerberus,Well-Worn,False,10,15
Galil AR | Chatterbox,Battle-Scarred,False,79,97
Galil AR | Chatterbox,Battle-Scarred,True,8,12
Galil AR | Chatterbox,Field-Tested,False,4,8
Galil AR | Chatterbox,Field-Tested,True,0,1
Galil AR | Chatterbox,Well-Worn,False,28,49
Galil AR | Chatterbox,Well-Worn,True,1,17
Galil AR | Cold Fusion,Battle-Scarred,False,169,642
Galil AR | Cold Fusion,Factory New,False,119,306
Galil AR | Cold Fusion,Field-Tested,False,989,1328
Galil AR | Cold Fusion,Minimal Wear,False,614,1171
Galil AR | Cold Fusion,Well-Worn,False,80,197
Galil AR | Crimson Tsunami,Battle-Scarred,False,35,73
Galil AR | Crimson Tsunami,Battle-Scarred,True,9,32
Galil AR | Crimson Tsunami,Factory New,False,118,137
Galil AR | Crimson Tsunami,Factory New,True,22,86
Galil AR | Crimson Tsunami,Field-Tested,False,371,284
Galil AR | Crimson Tsunami,Field-Tested,True,68,93
Galil AR | Crimson Tsunami,Minimal Wear,False,267,184
Galil AR | Crimson Tsunami,Minimal Wear,True,29,77
Galil AR | Crimson Tsunami,Well-Worn,False,25,78
Galil AR | Crimson Tsunami,Well-Worn,True,10,23
Galil AR | Eco,Battle-Scarred,False,45,70
Galil AR | Eco,Battle-Scarred,True,3,21
Galil AR | Eco,Field-Tested,False,149,245
Galil AR | Eco,Field-Tested,True,19,55
Galil AR | Eco,Minimal Wear,False,10,32
Galil AR | Eco,Minimal Wear,True,1,14
Galil AR | Eco,Well-Worn,False,71,105
Galil AR | Eco,Well-Worn,True,9,22
Galil AR | Firefight,Battle-Scarred,False,59,255
Galil AR | Firefight,Battle-Scarred,True,9,47
Galil AR | Firefight,Factory New,False,28,92
Galil AR | Firefight,Factory New,True,4,20
Galil AR | Firefight,Field-Tested,False,250,173
Galil AR | Firefight,Field-Tested,True,28,72
Galil AR | Firefight,Minimal Wear,False,99,226
Galil AR | Firefight,Minimal Wear,True,15,30
Galil AR | Firefight,Well-Worn,False,112,284
Galil AR | Firefight,Well-Worn,True,18,76
Galil AR | Hunting Blind,Battle-Scarred,False,1,124
Galil AR | Hunting Blind,Factory New,False,1,84
Galil AR | Hunting Blind,Field-Tested,False,10,209
Galil AR | Hunting Blind,Minimal Wear,False,12,82
Galil AR | Hunting Blind,Well-Worn,False,1,94
Galil AR | Kami,Battle-Scarred,False,9,129
Galil AR | Kami,Battle-Scarred,True,11,107
Galil AR | Kami,Factory New,False,27,150
Galil AR | Kami,Factory New,True,10,101
Galil AR | Kami,Field-Tested,False,76,220
Galil AR | Kami,Field-Tested,True,46,238
Galil AR | Kami,Minimal Wear,False,50,113
Galil AR | Kami,Minimal Wear,True,22,125
Galil AR | Kami,Well-Worn,False,11,64
Galil AR | Kami,Well-Worn,True,3,33
Galil AR | Orange DDPAT,Battle-Scarred,False,0,19
Galil AR | Orange DDPAT,Battle-Scarred,True,1,9
Galil AR | Orange DDPAT,Factory New,False,0,12
Galil AR | Orange DDPAT,Factory New,True,0,8
Galil AR | Orange DDPAT,Field-Tested,False,10,68
Galil AR | Orange DDPAT,Field-Tested,True,4,28
Galil AR | Orange DDPAT,Minimal Wear,False,5,39
Galil AR | Orange DDPAT,Minimal Wear,True,2,8
Galil AR | Orange DDPAT,Well-Worn,False,0,13
Galil AR | Orange DDPAT,Well-Worn,True,0,20
Galil AR | Rocket Pop,Battle-Scarred,False,144,515
Galil AR | Rocket Pop,Battle-Scarred,True,45,180
Galil AR | Rocket Pop,Factory New,False,31,160
Galil AR | Rocket Pop,Factory New,True,6,53
Galil AR | Rocket Pop,Field-Tested,False,276,691
Galil AR | Rocket Pop,Field-Tested,True,64,192
Galil AR | Rocket Pop,Minimal Wear,False,197,583
Galil AR | Rocket Pop,Minimal Wear,True,47,137
Galil AR | Rocket Pop,Well-Worn,False,285,463
Galil AR | Rocket Pop,Well-Worn,True,72,186
Galil AR | Sage Spray,Battle-Scarred,False,611,6942
Galil AR | Sage Spray,Factory New,False,50,224
Galil AR | Sage Spray,Field-Tested,False,2730,30967
Galil AR | Sage Spray,Minimal Wear,False,1025,4029
Galil AR | Sage Spray,Well-Worn,False,407,4894
Galil AR | Sandstorm,Battle-Scarred,False,11,117
Galil AR | Sandstorm,Battle-Scarred,True,5,97
Galil AR | Sandstorm,Field-Tested,False,84,368
Galil AR | Sandstorm,Field-Tested,True,42,370
Galil AR | Sandstorm,Minimal Wear,False,14,123
Galil AR | Sandstorm,Minimal Wear,True,11,94
Galil AR | Sandstorm,Well-Worn,False,16,48
Galil AR | Sandstorm,Well-Worn,True,5,83
Galil AR | Shattered,Battle-Scarred,False,3,19
Galil AR | Shattered,Battle-Scarred,True,3,32
Galil AR | Shattered,Factory New,False,0,13
Galil AR | Shattered,Factory New,True,0,4
Galil AR | Shattered,Field-Tested,False,17,109
Galil AR | Shattered,Field-Tested,True,10,105
Galil AR | Shattered,Minimal Wear,False,7,54
Galil AR | Shattered,Minimal Wear,True,0,51
Galil AR | Shattered,Well-Worn,False,1,39
Galil AR | Shattered,Well-Worn,True,0,21
Galil AR | Signal,Battle-Scarred,False,45,130
Galil AR | Signal,Battle-Scarred,True,8,42
Galil AR | Signal,Factory New,False,242,231
Galil AR | Signal,Factory New,True,64,142
Galil AR | Signal,Field-Tested,False,637,781
Galil AR | Signal,Field-Tested,True,88,110
Galil AR | Signal,Minimal Wear,False,441,283
Galil AR | Signal,Minimal Wear,True,50,80
Galil AR | Signal,Well-Worn,False,87,224
Galil AR | Signal,Well-Worn,True,11,35
Galil AR | Stone Cold,Battle-Scarred,False,50,135
Galil AR | Stone Cold,Battle-Scarred,True,8,43
Galil AR | Stone Cold,Factory New,False,18,83
Galil AR | Stone Cold,Factory New,True,2,29
Galil AR | Stone Cold,Field-Tested,False,196,185
Galil AR | Stone Cold,Field-Tested,True,29,84
Galil AR | Stone Cold,Minimal Wear,False,94,261
Galil AR | Stone Cold,Minimal Wear,True,21,55
Galil AR | Stone Cold,Well-Worn,False,43,205
Galil AR | Stone Cold,Well-Worn,True,10,38
Galil AR | Sugar Rush,Battle-Scarred,False,1,10
Galil AR | Sugar Rush,Battle-Scarred,True,0,6
Galil AR | Sugar Rush,Factory New,False,3,24
Galil AR | Sugar Rush,Factory New,True,0,5
Galil AR | Sugar Rush,Field-Tested,False,13,36
Galil AR | Sugar Rush,Field-Tested,True,0,7
Galil AR | Sugar Rush,Minimal Wear,False,8,23
Galil AR | Sugar Rush,Minimal Wear,True,0,5
Galil AR | Sugar Rush,Well-Worn,False,2,17
Galil AR | Sugar Rush,Well-Worn,True,1,4
Galil AR | Tornado,Battle-Scarred,False,95,541
Galil AR | Tornado,Factory New,False,11,109
Galil AR | Tornado,Field-Tested,False,577,1593
Galil AR | Tornado,Minimal Wear,False,167,584
Galil AR | Tornado,Well-Worn,False,87,375
Galil AR | Tuxedo,Battle-Scarred,False,115,276
Galil AR | Tuxedo,Factory New,False,125,455
Galil AR | Tuxedo,Field-Tested,False,313,493
Galil AR | Tuxedo,Minimal Wear,False,239,789
Galil AR | Tuxedo,Well-Worn,False,38,244
Galil AR | Urban Rubble,Battle-Scarred,False,2,26
Galil AR | Urban Rubble,Factory New,False,12,31
Galil AR | Urban Rubble,Field-Tested,False,8,60
Galil AR | Urban Rubble,Minimal Wear,False,11,56
Galil AR | Urban Rubble,Well-Worn,False,0,16
Galil AR | VariCamo,Battle-Scarred,False,137,945
Galil AR | VariCamo,Factory New,False,287,1200
Galil AR | VariCamo,Field-Tested,False,718,4359
Galil AR | VariCamo,Minimal Wear,False,474,2845
Galil AR | VariCamo,Well-Worn,False,97,601
Galil AR | Winter Forest,Battle-Scarred,False,1,41
Galil AR | Winter Forest,Factory New,False,0,4
Galil AR | Winter Forest,Field-Tested,False,3,70
Galil AR | Winter Forest,Minimal Wear,False,1,23
Galil AR | Winter Forest,Well-Worn,False,0,21
Glock-18 | Blue Fissure,Battle-Scarred,False,24,190
Glock-18 | Blue Fissure,Battle-Scarred,True,2,33
Glock-18 | Blue Fissure,Factory New,False,6,27
Glock-18 | Blue Fissure,Factory New,True,0,5
Glock-18 | Blue Fissure,Field-Tested,False,235,396
Glock-18 | Blue Fissure,Field-Tested,True,27,126
Glock-18 | Blue Fissure,Minimal Wear,False,95,318
Glock-18 | Blue Fissure,Minimal Wear,True,9,101
Glock-18 | Blue Fissure,Well-Worn,False,22,70
Glock-18 | Blue Fissure,Well-Worn,True,4,15
Glock-18 | Brass,Battle-Scarred,False,5,27
Glock-18 | Brass,Factory New,False,2,15
Glock-18 | Brass,Field-Tested,False,19,61
Glock-18 | Brass,Minimal Wear,False,2,25
Glock-18 | Brass,Well-Worn,False,5,31
Glock-18 | Bullet Queen,Battle-Scarred,False,41,23
Glock-18 | Bullet Queen,Battle-Scarred,True,3,4
Glock-18 | Bullet Queen,Factory New,False,6,16
Glock-18 | Bullet Queen,Factory New,True,0,2
Glock-18 | Bullet Queen,Field-Tested,False,55,26
Glock-18 | Bullet Queen,Field-Tested,True,5,8
Glock-18 | Bullet Queen,Minimal Wear,False,31,29
Glock-18 | Bullet Queen,Minimal Wear,True,4,7
Glock-18 | Bullet Queen,Well-Worn,False,54,29
Glock-18 | Bullet Queen,Well-Worn,True,4,7
Glock-18 | Bunsen Burner,Battle-Scarred,False,214,1172
Glock-18 | Bunsen Burner,Battle-Scarred,True,52,191
Glock-18 | Bunsen Burner,Factory New,False,92,354
Glock-18 | Bunsen Burner,Factory New,True,13,106
Glock-18 | Bunsen Burner,Field-Tested,False,770,1856
Glock-18 | Bunsen Burner,Field-Tested,True,169,539
Glock-18 | Bunsen Burner,Minimal Wear,False,392,988
Glock-18 | Bunsen Burner,Minimal Wear,True,71,247
Glock-18 | Bunsen Burner,Well-Worn,False,47,237
Glock-18 | Bunsen Burner,Well-Worn,True,8,37
Glock-18 | Candy Apple,Factory New,False,530,1977
Glock-18 | Candy Apple,Field-Tested,False,243,1608
Glock-18 | Candy Apple,Minimal Wear,False,727,3185
Glock-18 | Catacombs,Battle-Scarred,False,34,363
Glock-18 | Catacombs,Battle-Scarred,True,5,65
Glock-18 | Catacombs,Factory New,False,190,408
Glock-18 | Catacombs,Factory New,True,57,209
Glock-18 | Catacombs,Field-Tested,False,325,1074
Glock-18 | Catacombs,Field-Tested,True,148,438
